LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,avg_bill_amt,utilization_ratio,avg_pay_amt,payment_ratio,delay_trend,months_late,max_delay
60000.0,1,2,1,48,0,0,0,0,0,-1,60924.0,60089.0,59828.0,58217.0,18527.0,40334.0,2400.0,2800.0,2000.0,1110.0,40621.0,1800.0,49653.166666666664,0.8275527777777777,8455.166666666666,0.17028454042877425,1,0,0
380000.0,2,2,1,36,0,0,0,0,0,0,52956.0,63002.0,71599.0,80377.0,84113.0,86612.0,25000.0,11000.0,10000.0,5000.0,7000.0,11000.0,73109.83333333333,0.19239429824561402,11500.0,0.1572975819486207,0,0,0
70000.0,1,3,1,35,0,0,2,2,2,2,27915.0,31009.0,31914.0,32394.0,31574.0,34053.0,3577.0,1700.0,1300.0,0.0,3000.0,1385.0,31476.5,0.44966428571428574,1827.0,0.058043302146045465,-2,4,2
240000.0,2,2,2,28,2,2,2,2,0,0,294180.0,276968.0,276585.0,253679.0,232300.0,212749.0,0.0,22550.0,0.0,8450.0,7800.0,6975.0,257743.5,1.07393125,7629.166666666667,0.02959984118577837,2,4,2
150000.0,2,1,2,32,0,0,0,0,0,0,83275.0,84220.0,77956.0,77682.0,52300.0,56223.0,3006.0,3000.0,2000.0,222.0,11170.0,5000.0,71942.66666666667,0.4796177777777778,4066.3333333333335,0.05652185999962933,0,0,0
180000.0,2,3,1,43,-1,-1,-1,-1,-1,0,3122.0,-26214.0,98834.0,34677.0,55634.0,44325.0,16.0,130000.0,40057.0,56000.0,10000.0,66000.0,35063.0,0.19479444444444444,50345.5,1.4358583121809314,-1,0,0
60000.0,2,1,2,30,1,2,2,2,2,2,41259.0,40715.0,43153.0,43845.0,44795.0,45710.0,400.0,3406.0,1700.0,1800.0,1800.0,0.0,43246.166666666664,0.7207694444444444,1517.6666666666667,0.03509366918840591,-1,6,2
200000.0,2,2,1,40,-1,-1,-1,-1,0,-1,7261.0,32333.0,12610.0,7850.0,977.0,9205.0,32543.0,13587.0,7850.0,0.0,9205.0,0.0,11706.0,0.05853,10530.833333333334,0.8996098866678057,0,0,0
20000.0,1,2,1,40,0,0,0,2,0,0,12129.0,12919.0,14810.0,15267.0,15714.0,16308.0,1300.0,2100.0,1000.0,1000.0,1000.0,1000.0,14524.5,0.726225,1233.3333333333333,0.08491399589199858,0,1,2
20000.0,1,2,2,41,0,0,0,2,2,0,10142.0,10869.0,13940.0,14755.0,14223.0,15337.0,1200.0,3250.0,1340.0,0.0,1500.0,5000.0,13211.0,0.66055,2048.3333333333335,0.15504756137562134,0,2,2
50000.0,1,2,2,24,1,3,2,0,-1,-1,52935.0,50946.0,22740.0,2314.0,1823.0,18839.0,0.0,0.0,0.0,1823.0,18839.0,641.0,24932.833333333332,0.49865666666666664,3550.5,0.1424025882871983,2,3,3
120000.0,2,1,2,29,-1,-1,-1,-1,-1,-1,328.0,413.0,3007.0,1927.0,1838.0,2472.0,417.0,3012.0,1927.0,1838.0,2472.0,2341.0,1664.1666666666667,0.013868055555555555,2001.1666666666667,1.2025037556334501,0,0,-1
360000.0,2,2,1,37,-1,0,0,0,0,0,725.0,1172.0,1619.0,1266.0,1212.0,1324.0,1002.0,1002.0,202.0,501.0,502.0,501.0,1219.6666666666667,0.0033879629629629633,618.3333333333334,0.5069691172451489,-1,0,0
20000.0,1,2,2,21,0,0,0,0,-1,-1,20070.0,19278.0,3346.0,-780.0,780.0,2130.0,1072.0,1000.0,0.0,1560.0,2130.0,3680.0,7470.666666666667,0.37353333333333333,1573.6666666666667,0.21064608245582725,1,0,0
100000.0,1,1,1,35,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,970.0,0.0,0.0,0.0,0.0,970.0,830.0,161.66666666666666,0.0016166666666666666,300.0,1.8556701030927836,2,1,1
130000.0,2,2,2,26,0,0,0,0,-1,0,130318.0,131351.0,131352.0,121931.0,61755.0,61453.0,4700.0,5108.0,3860.0,82367.0,3041.0,2000.0,106360.0,0.8181538461538461,16846.0,0.15838661150808575,0,0,0
400000.0,2,3,1,47,-2,-2,-2,-2,-2,-2,1698.0,365.0,3213.0,2578.0,9660.0,24355.0,365.0,3224.0,2580.0,9660.0,24355.0,0.0,6978.166666666667,0.017445416666666668,6697.333333333333,0.9597554276433637,0,0,-2
30000.0,2,3,1,51,0,0,0,0,0,0,17454.0,18964.0,20442.0,21592.0,23079.0,24529.0,1800.0,1800.0,1801.0,2001.0,2000.0,2001.0,21010.0,0.7003333333333334,1900.5,0.0904569252736792,0,0,0
110000.0,1,2,1,49,0,0,0,0,0,0,106264.0,107417.0,108803.0,82231.0,25687.0,27266.0,4400.0,3600.0,4138.0,1000.0,2000.0,2000.0,76278.0,0.6934363636363636,2856.3333333333335,0.037446358495678095,0,0,0
410000.0,1,2,1,36,-2,-2,-2,-2,-2,-2,41116.0,38144.0,31177.0,27185.0,13818.0,8477.0,5071.0,3041.0,3096.0,3845.0,212.0,3.0,26652.833333333332,0.0650069105691057,2544.6666666666665,0.09547452741109451,0,0,-2
80000.0,2,2,2,25,0,0,0,0,0,0,45109.0,44692.0,44308.0,43757.0,42830.0,44038.0,2100.0,2100.0,1954.0,1500.0,3324.0,0.0,44122.333333333336,0.5515291666666667,1829.6666666666667,0.04146803961712511,0,0,0
100000.0,1,3,1,30,0,0,0,2,0,0,50512.0,49374.0,51644.0,45920.0,21659.0,10861.0,2000.0,5138.0,75.0,1032.0,32.0,15127.0,38328.333333333336,0.38328333333333336,3900.6666666666665,0.10176979606035569,0,1,2
70000.0,1,2,1,35,0,0,0,0,0,0,70480.0,66646.0,69641.0,46458.0,50679.0,50061.0,3237.0,4938.0,1693.0,5000.0,2200.0,1718.0,58994.166666666664,0.8427738095238095,3131.0,0.05307304394502282,0,0,0
300000.0,2,1,1,38,-1,-1,-1,-1,-1,0,2884.0,3558.0,2778.0,2778.0,5367.0,2589.0,3558.0,2778.0,2778.0,5367.0,0.0,3661.0,3325.6666666666665,0.011085555555555555,3023.6666666666665,0.9091911396211286,-1,0,0
360000.0,2,1,1,49,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1
100000.0,1,2,1,36,1,2,2,2,4,3,9670.0,9371.0,11705.0,12919.0,12139.0,11653.0,0.0,2500.0,1700.0,0.0,0.0,0.0,11242.833333333334,0.11242833333333334,700.0,0.062261885349185406,-2,6,4
100000.0,2,2,1,24,-1,-1,0,-1,-1,-1,53309.0,7500.0,15477.0,23472.0,12500.0,14666.0,7500.0,10035.0,23500.0,12500.0,14666.0,79053.0,21154.0,0.21154,24542.333333333332,1.160174592669629,0,0,0
50000.0,2,2,1,37,2,2,3,3,3,3,1050.0,1050.0,1050.0,1050.0,1050.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,0.021,0.0,0.0,-1,6,3
50000.0,1,2,2,28,0,0,0,0,0,0,35277.0,34627.0,35096.0,9657.0,9617.0,9404.0,1800.0,1600.0,500.0,500.0,341.0,500.0,22279.666666666668,0.44559333333333334,873.5,0.03920615209682969,0,0,0
50000.0,2,2,1,32,0,0,0,0,0,0,46610.0,45005.0,43448.0,15075.0,16534.0,16809.0,2021.0,1500.0,700.0,1700.0,700.0,623.0,30580.166666666668,0.6116033333333334,1207.3333333333333,0.039480927180471,0,0,0
100000.0,2,1,2,27,0,0,0,0,0,0,75296.0,76672.0,78343.0,79111.0,79993.0,81279.0,3000.0,3400.0,3000.0,3000.0,3000.0,3000.0,78449.0,0.78449,3066.6666666666665,0.039091214249597404,0,0,0
50000.0,2,2,1,27,0,0,0,-1,0,0,48945.0,36467.0,18890.0,30288.0,30003.0,29763.0,1819.0,2664.0,31057.0,1064.0,1073.0,1043.0,32392.666666666668,0.6478533333333334,6453.333333333333,0.19922204614213093,0,0,0
180000.0,1,2,1,39,2,2,2,0,0,0,180645.0,184303.0,179230.0,181763.0,180019.0,171711.0,8000.0,0.0,7000.0,7000.0,6150.0,6700.0,179611.83333333334,0.9978435185185186,5808.333333333333,0.03233825536736165,2,3,2
270000.0,2,1,2,29,0,0,0,0,-1,-1,14728.0,20865.0,24812.0,12674.0,9486.0,2460.0,10000.0,5000.0,3900.0,9486.0,2460.0,0.0,14170.833333333334,0.05248456790123457,5141.0,0.3627874154660394,1,0,0
60000.0,2,2,1,47,0,0,0,0,0,0,54532.0,54203.0,58199.0,59152.0,76006.0,19604.0,1970.0,6000.0,3000.0,1000.0,1000.0,1000.0,53616.0,0.8936,2328.3333333333335,0.043426091713916246,0,0,0
150000.0,2,2,2,32,6,5,4,3,2,2,81341.0,79529.0,77757.0,75841.0,73678.0,77273.0,0.0,0.0,0.0,0.0,4874.0,1000.0,77569.83333333333,0.5171322222222222,979.0,0.012620885696544406,4,6,6
200000.0,2,2,2,30,0,0,0,0,0,0,185070.0,182566.0,178604.0,181878.0,182444.0,185250.0,7022.0,6501.0,6500.0,6504.0,7008.0,8009.0,182635.33333333334,0.9131766666666667,6924.0,0.0379116125758798,0,0,0
200000.0,1,2,1,32,-1,2,-1,0,0,0,9864.0,5114.0,499.0,499.0,499.0,0.0,0.0,499.0,0.0,0.0,0.0,0.0,2745.8333333333335,0.013729166666666667,83.16666666666667,0.030288315629742033,-1,1,2
290000.0,2,2,2,41,0,0,0,0,0,0,286391.0,140960.0,112394.0,113459.0,123967.0,131735.0,10000.0,5620.0,10000.0,20000.0,10000.0,10000.0,151484.33333333334,0.5223597701149426,10936.666666666666,0.07219668480568947,0,0,0
150000.0,2,3,1,25,0,0,0,0,0,0,29823.0,25968.0,24823.0,22908.0,19325.0,12854.0,1630.0,7000.0,5000.0,3000.0,257.0,40825.0,22616.833333333332,0.15077888888888888,9618.666666666666,0.4252879492413468,0,0,0
460000.0,1,1,2,29,0,0,0,0,0,0,428369.0,436349.0,449078.0,457587.0,240651.0,245605.0,16833.0,21000.0,20000.0,8000.0,8000.0,8100.0,376273.1666666667,0.8179851449275363,13655.5,0.036291453150835894,0,0,0
100000.0,2,2,1,43,-1,-1,-1,-1,-1,-1,2491.0,1709.0,574.0,556.0,2306.0,2562.0,1709.0,574.0,556.0,2306.0,2562.0,2111.0,1699.6666666666667,0.016996666666666667,1636.3333333333333,0.9627377917238673,0,0,-1
250000.0,2,1,2,50,1,-2,-1,-1,-1,-1,0.0,0.0,138.0,946.0,377.0,0.0,0.0,138.0,946.0,377.0,0.0,0.0,243.5,0.000974,243.5,1.0,2,1,1
260000.0,1,2,2,30,0,0,0,0,0,0,7426.0,6887.0,7757.0,8172.0,8407.0,8681.0,2000.0,1757.0,2000.0,2000.0,2000.0,2000.0,7888.333333333333,0.03033974358974359,1959.5,0.24840481724065075,0,0,0
230000.0,1,3,2,34,0,0,0,0,0,0,137122.0,138268.0,127797.0,130490.0,110153.0,112253.0,6700.0,6500.0,6513.0,4601.0,5000.0,5000.0,126013.83333333333,0.5478862318840579,5719.0,0.04538390626425935,0,0,0
50000.0,2,2,2,24,0,0,2,2,0,0,46393.0,50022.0,50895.0,48598.0,47668.0,45400.0,4700.0,2000.0,0.0,2200.0,2000.0,2000.0,48162.666666666664,0.9632533333333333,2150.0,0.044640385360722,0,2,2
50000.0,2,1,2,30,-1,-1,-1,-1,-1,-1,14855.0,7468.0,12372.0,14029.0,14298.0,16496.0,7468.0,12534.0,14031.0,14298.0,16496.0,600.0,13253.0,0.26506,10904.5,0.822794838904399,0,0,-1
300000.0,2,2,2,37,0,0,0,0,0,0,67943.0,69969.0,71387.0,72340.0,73853.0,75316.0,3121.0,3175.0,2736.0,2829.0,2843.0,2941.0,71801.33333333333,0.23933777777777776,2940.8333333333335,0.04095792092997345,0,0,0
100000.0,2,2,2,24,-1,-1,-1,-1,-1,-1,396.0,0.0,1967.0,5476.0,396.0,811.0,0.0,1967.0,7142.0,396.0,811.0,817.0,1507.6666666666667,0.015076666666666667,1855.5,1.23070970594738,0,0,-1
50000.0,2,3,2,44,0,0,0,0,0,0,43828.0,40684.0,37338.0,31278.0,31811.0,28656.0,1947.0,1829.0,1644.0,4405.0,1104.0,2504.0,35599.166666666664,0.7119833333333333,2238.8333333333335,0.06289004892436621,0,0,0
70000.0,2,1,2,31,2,2,7,7,7,7,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,0.03428571428571429,0.0,0.0,-5,6,7
120000.0,2,3,1,52,0,0,0,0,0,0,117029.0,118439.0,118437.0,116456.0,116957.0,119366.0,5800.0,4500.0,4120.0,4388.0,4500.0,4350.0,117780.66666666667,0.9815055555555556,4609.666666666667,0.039137719263489766,0,0,0
50000.0,1,1,2,28,3,2,2,0,0,0,49828.0,50467.0,48964.0,49447.0,44067.0,44760.0,2121.0,0.0,2000.0,2000.0,2000.0,2000.0,47922.166666666664,0.9584433333333333,1686.8333333333333,0.03519943797755388,3,3,3
160000.0,1,1,1,43,-1,-1,-1,-1,-1,2,238.0,0.0,237.0,-300.0,300.0,150.0,0.0,237.0,0.0,600.0,0.0,234.0,104.16666666666667,0.0006510416666666667,178.5,1.7136,-3,1,2
250000.0,2,1,2,26,-1,-1,-2,-2,-1,-1,7374.0,0.0,0.0,0.0,2546.0,0.0,0.0,0.0,0.0,2546.0,0.0,0.0,1653.3333333333333,0.006613333333333333,424.3333333333333,0.2566532258064516,0,0,-1
80000.0,2,1,2,28,0,0,0,0,0,2,57776.0,7561.0,7793.0,7433.0,5962.0,4960.0,1200.0,1306.0,512.0,1000.0,0.0,110.0,15247.5,0.19059375,688.0,0.04512215117232333,-2,1,2
360000.0,1,1,2,33,-2,-2,-2,-2,-2,-2,714.0,-68.0,-68.0,-68.0,4132.0,-2.0,7.0,0.0,0.0,4200.0,48.0,5500.0,773.3333333333334,0.002148148148148148,1625.8333333333333,2.102370689655172,0,0,-2
180000.0,2,2,1,26,0,0,0,0,0,0,186248.0,178001.0,145248.0,58142.0,22312.0,7340.0,18000.0,5044.0,6506.0,500.0,500.0,2000.0,99548.5,0.5530472222222222,5425.0,0.05449604966423402,0,0,0
60000.0,2,3,3,48,0,0,2,2,-1,0,53116.0,55950.0,54439.0,-561.0,20115.0,20000.0,3689.0,0.0,0.0,20907.0,400.0,0.0,33843.166666666664,0.5640527777777777,4166.0,0.12309722789928051,0,2,2
20000.0,2,2,2,41,0,0,0,0,0,0,13723.0,14266.0,13305.0,14925.0,13925.0,9745.0,1500.0,2000.0,3000.0,4000.0,2000.0,0.0,13314.833333333334,0.6657416666666667,2083.3333333333335,0.15646709809861184,0,0,0
360000.0,2,1,1,31,-2,-2,-2,-1,0,-1,-5.0,-5.0,-5.0,4232.0,3189.0,7511.0,0.0,0.0,4237.0,16.0,7548.0,4105.0,2486.1666666666665,0.006906018518518518,2651.0,1.0663001944090635,-1,0,0
30000.0,1,3,2,28,2,2,2,0,0,0,22323.0,25961.0,25141.0,22272.0,22844.0,19436.0,4000.0,9.0,1000.0,1013.0,1300.0,10000.0,22996.166666666668,0.7665388888888889,2887.0,0.12554266290758603,2,3,2
50000.0,2,1,2,28,2,2,2,2,2,2,31336.0,32039.0,32714.0,32482.0,33807.0,34398.0,1500.0,1500.0,600.0,2000.0,1300.0,1500.0,32796.0,0.65592,1400.0,0.04268813269910965,0,6,2
30000.0,1,2,2,28,2,0,0,0,0,0,24104.0,25198.0,25988.0,27107.0,27450.0,29193.0,1800.0,1500.0,1600.0,1000.0,2100.0,1400.0,26506.666666666668,0.8835555555555556,1566.6666666666667,0.059104627766599596,2,1,2
30000.0,2,2,1,52,0,0,0,0,-1,-1,20533.0,20819.0,21990.0,15525.0,25242.0,0.0,2000.0,2000.0,5000.0,25242.0,0.0,5000.0,17351.5,0.5783833333333334,6540.333333333333,0.3769318694829457,1,0,0
30000.0,2,1,2,56,-1,0,0,-2,-2,-2,29033.0,17013.0,7024.0,7024.0,7024.0,7024.0,1283.0,7024.0,7024.0,7024.0,7024.0,7024.0,12357.0,0.4119,6067.166666666667,0.4909902619298104,1,0,0
30000.0,2,2,2,22,-1,0,-1,-1,-1,-1,13271.0,9277.0,2655.0,2800.0,4503.0,780.0,2015.0,2655.0,2800.0,4503.0,780.0,11500.0,5547.666666666667,0.18492222222222224,4042.1666666666665,0.7286246469987382,0,0,0
80000.0,1,1,2,26,0,0,0,0,0,0,76436.0,75437.0,58309.0,59217.0,59955.0,57100.0,5990.0,2500.0,3000.0,2500.0,3000.0,1500.0,64409.0,0.8051125,3081.6666666666665,0.04784528042147319,0,0,0
70000.0,2,2,2,38,0,0,0,0,0,0,22578.0,23606.0,24619.0,25107.0,25634.0,26143.0,1397.0,1410.0,898.0,931.0,936.0,970.0,24614.5,0.3516357142857143,1090.3333333333333,0.04429638356795114,0,0,0
30000.0,2,2,2,29,2,2,2,2,2,0,18872.0,21734.0,21103.0,22939.0,22273.0,22814.0,3500.0,0.0,2500.0,0.0,900.0,1000.0,21622.5,0.72075,1316.6666666666667,0.060893359540602,2,5,2
60000.0,2,1,2,27,0,0,2,2,0,0,4262.0,7169.0,8396.0,8113.0,8971.0,10824.0,3000.0,1500.0,0.0,1000.0,2000.0,1000.0,7955.833333333333,0.13259722222222223,1416.6666666666667,0.17806640829579976,0,2,2
200000.0,2,1,1,55,0,0,0,0,0,0,110778.0,111431.0,96867.0,77140.0,81849.0,78046.0,3796.0,4262.0,2645.0,5834.0,2771.0,2945.0,92685.16666666667,0.46342583333333337,3708.8333333333335,0.040015392610468055,0,0,0
90000.0,2,4,2,24,0,0,0,0,0,-1,17584.0,18377.0,18496.0,11716.0,3163.0,30483.0,2000.0,1300.0,2000.0,67.0,30483.0,2905.0,16636.5,0.18485,6459.166666666667,0.3882527374547932,1,0,0
160000.0,1,2,2,28,0,0,0,0,0,-1,84879.0,59607.0,38512.0,19129.0,15525.0,11146.0,2593.0,2000.0,1604.0,2000.0,11146.0,2006.0,38133.0,0.23833125,3558.1666666666665,0.09330938207501814,1,0,0
170000.0,2,2,1,34,-1,-1,-1,-1,-1,0,326.0,326.0,326.0,326.0,652.0,326.0,326.0,326.0,326.0,652.0,0.0,326.0,380.3333333333333,0.002237254901960784,326.0,0.8571428571428572,-1,0,0
160000.0,2,3,2,27,1,-1,-1,-1,-1,-1,-10.0,3382.0,7726.0,12290.0,1280.0,0.0,3392.0,7749.0,14529.0,1283.0,0.0,0.0,4111.333333333333,0.02569583333333333,4492.166666666667,1.0926301281011839,2,1,1
240000.0,2,2,1,39,0,0,0,0,0,0,233161.0,238187.0,243554.0,211924.0,216395.0,231767.0,8900.0,9500.0,8000.0,8000.0,19000.0,10000.0,229164.66666666666,0.9548527777777778,10566.666666666666,0.04610949331921442,0,0,0
50000.0,2,3,2,49,0,0,0,0,0,0,101590.0,50696.0,49894.0,49453.0,29824.0,29319.0,1800.0,1991.0,1670.0,1036.0,1050.0,1118.0,51796.0,1.03592,1444.1666666666667,0.02788181841583649,0,0,0
110000.0,1,2,2,26,0,0,0,0,0,0,36770.0,7611.0,9275.0,5751.0,10592.0,9701.0,2000.0,2000.0,2000.0,5000.0,3470.0,0.0,13283.333333333334,0.12075757575757576,2411.6666666666665,0.18155583437892092,0,0,0
170000.0,1,1,1,35,-2,-2,-2,-2,-2,-2,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.0,0.0,0.0,-0.0,0,0,-2
210000.0,2,2,2,24,-1,-1,-1,-1,-1,-2,1077.0,7882.0,816.0,300.0,0.0,0.0,7960.0,816.0,300.0,0.0,0.0,0.0,1679.1666666666667,0.007996031746031746,1512.6666666666667,0.9008436724565757,1,0,-1
110000.0,1,2,1,38,2,2,2,0,0,2,96898.0,96071.0,93321.0,94034.0,99531.0,96614.0,4826.0,5.0,4000.0,7300.0,0.0,4000.0,96078.16666666667,0.8734378787878788,3355.1666666666665,0.03492121866050039,0,4,2
280000.0,1,1,2,33,-1,-1,0,0,0,0,8814.0,151643.0,153190.0,147589.0,149291.0,151357.0,151650.0,5546.0,6007.0,5507.0,6007.0,4184.0,126980.66666666667,0.453502380952381,29816.833333333332,0.23481396118044215,-1,0,0
10000.0,2,2,1,44,0,0,0,-2,-2,-2,4125.0,5275.0,0.0,0.0,0.0,0.0,1275.0,0.0,0.0,0.0,0.0,0.0,1566.6666666666667,0.15666666666666668,212.5,0.1356382978723404,2,0,0
50000.0,2,2,2,24,0,0,2,0,0,0,18201.0,26525.0,12969.0,13758.0,14390.0,16571.0,14813.0,1000.0,1000.0,1000.0,3000.0,1000.0,17069.0,0.34138,3635.5,0.21298845860917454,0,1,2
260000.0,2,2,2,26,-1,-1,-2,-2,-2,-2,28.0,-288.0,-604.0,-920.0,-1236.0,-1552.0,288.0,1236.0,316.0,316.0,316.0,316.0,-762.0,0.0,464.6666666666667,0.0,1,0,-1
240000.0,2,3,1,44,-1,-1,-1,-1,0,-1,24469.0,11511.0,4670.0,17480.0,5489.0,7740.0,11511.0,4670.0,17480.0,0.0,7740.0,6788.0,11893.166666666666,0.04955486111111111,8031.5,0.6753037458484564,0,0,0
50000.0,1,2,2,29,2,2,2,2,2,2,43205.0,46516.0,45468.0,48703.0,50774.0,49514.0,4000.0,0.0,4000.0,3000.0,0.0,3000.0,47363.333333333336,0.9472666666666667,2333.3333333333335,0.049264550636920264,0,6,2
200000.0,2,3,1,30,2,2,2,2,2,2,140327.0,143137.0,145374.0,147273.0,149244.0,151973.0,6600.0,6000.0,5860.0,6000.0,5000.0,0.0,146221.33333333334,0.7311066666666667,4910.0,0.03357923148468987,0,6,2
400000.0,1,2,1,30,-1,0,0,0,-1,-1,11633.0,12294.0,13038.0,13751.0,5765.0,21784.0,1200.0,1287.0,1000.0,5819.0,26957.0,507.0,13044.166666666666,0.03261041666666666,6128.333333333333,0.469814093145084,0,0,0
500000.0,1,2,1,42,1,-1,2,2,0,0,-984.0,3516.0,1924.0,1924.0,8924.0,6729.0,4500.0,0.0,0.0,7000.0,36.0,532.0,3672.1666666666665,0.007344333333333333,2011.3333333333333,0.547723868742341,1,3,2
380000.0,1,1,2,29,0,-1,-1,-1,-1,-1,24469.0,30689.0,19947.0,22529.0,3885.0,23616.0,30690.0,10007.0,24012.0,3906.0,24018.0,13024.0,20855.833333333332,0.054883771929824555,17609.5,0.844344108362968,1,0,0
110000.0,2,1,2,35,0,0,2,2,0,0,32691.0,36344.0,36055.0,36163.0,37028.0,38250.0,4500.0,600.0,1000.0,1600.0,2000.0,2000.0,36088.5,0.3280772727272727,1950.0,0.05403383349266387,0,2,2
200000.0,1,1,1,42,0,-1,0,0,-1,-1,19318.0,19067.0,17858.0,326.0,326.0,326.0,19067.0,5000.0,0.0,326.0,326.0,326.0,9536.833333333334,0.047684166666666666,4174.166666666667,0.43768896034672583,1,0,0
290000.0,2,2,1,42,0,0,0,0,0,0,19281.0,21654.0,20073.0,25966.0,22347.0,12572.0,6654.0,1476.0,10002.0,447.0,251.0,16338.0,20315.5,0.07005344827586207,5861.333333333333,0.28851533722198974,0,0,0
180000.0,2,4,1,54,0,0,0,0,0,0,88545.0,90403.0,92245.0,94082.0,96050.0,97963.0,3279.0,3343.0,3366.0,3483.0,3507.0,3628.0,93214.66666666667,0.5178592592592592,3434.3333333333335,0.036843272160318116,0,0,0
10000.0,1,3,2,22,0,0,0,0,0,0,9240.0,9131.0,9601.0,9797.0,9997.0,7497.0,1230.0,1000.0,196.0,200.0,0.0,0.0,9210.5,0.92105,437.6666666666667,0.04751823100446954,0,0,0
220000.0,2,1,2,50,0,0,0,0,-2,-2,216194.0,222220.0,225648.0,-2.0,-2.0,-2.0,11000.0,10050.0,2.0,0.0,0.0,0.0,110676.0,0.5030727272727272,3508.6666666666665,0.03170214560217813,2,0,0
100000.0,1,4,2,29,0,0,0,0,0,0,92086.0,93153.0,96642.0,99362.0,100571.0,102680.0,3500.0,5000.0,4400.0,3669.0,3800.0,4000.0,97415.66666666667,0.9741566666666667,4061.5,0.04169247246336147,0,0,0
90000.0,2,3,1,40,0,0,0,0,0,0,89928.0,81721.0,76947.0,46589.0,47730.0,49488.0,3416.0,4142.0,1700.0,1888.0,2710.0,1500.0,65400.5,0.7266722222222223,2559.3333333333335,0.03913323802315477,0,0,0
20000.0,1,3,2,59,2,2,2,2,0,0,7451.0,5119.0,5546.0,6302.0,7193.0,8075.0,2000.0,1500.0,1000.0,1000.0,1000.0,1000.0,6614.333333333333,0.33071666666666666,1250.0,0.18898352063700047,2,4,2
50000.0,2,2,1,37,0,0,0,0,0,0,38418.0,47709.0,48923.0,39210.0,30515.0,27861.0,10000.0,2131.0,1910.0,1410.0,1159.0,1050.0,38772.666666666664,0.7754533333333333,2943.3333333333335,0.07591258446672056,0,0,0
360000.0,1,3,2,34,0,0,0,0,0,0,304883.0,301286.0,258122.0,255309.0,233946.0,235916.0,15000.0,9221.0,9225.0,8112.0,8369.0,9000.0,264910.3333333333,0.735862037037037,9821.166666666666,0.03707355067312084,0,0,0
80000.0,1,2,1,29,0,0,0,0,0,0,78265.0,79364.0,73622.0,75092.0,75976.0,77511.0,3070.0,2623.0,2644.0,2743.0,2783.0,2909.0,76638.33333333333,0.9579791666666666,2795.3333333333335,0.03647434921601462,0,0,0
50000.0,1,3,1,51,2,0,0,0,0,0,55028.0,50184.0,50391.0,19867.0,20154.0,18732.0,3000.0,1600.0,1000.0,1000.0,1000.0,1000.0,35726.0,0.71452,1433.3333333333333,0.04012017391628879,2,1,2
50000.0,1,2,2,54,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1
100000.0,2,1,2,24,1,-2,-2,-2,-2,-2,-78.0,-78.0,-78.0,-78.0,-78.0,-78.0,0.0,0.0,0.0,0.0,0.0,0.0,-78.0,0.0,0.0,-0.0,3,1,1
400000.0,2,3,2,26,0,0,0,0,0,0,18256.0,18245.0,18447.0,13574.0,8805.0,10501.0,1300.0,1229.0,1120.0,292.0,2784.0,270.0,14638.0,0.036595,1165.8333333333333,0.07964430477751969,0,0,0
230000.0,2,3,2,54,0,0,0,0,0,0,66108.0,45000.0,33477.0,34914.0,36352.0,37745.0,6840.0,3000.0,2000.0,2000.0,2000.0,2000.0,42266.0,0.18376521739130436,2973.3333333333335,0.07034811274625784,0,0,0
250000.0,2,3,2,26,0,0,0,0,0,0,188526.0,188454.0,176634.0,159655.0,139273.0,117986.0,7002.0,6500.0,6000.0,5500.0,4000.0,3847.0,161754.66666666666,0.6470186666666666,5474.833333333333,0.033846524778265025,0,0,0
270000.0,1,3,1,47,0,0,0,0,0,0,165303.0,168837.0,172281.0,175705.0,179582.0,184650.0,6200.0,6254.0,6290.0,6710.0,8250.0,0.0,174393.0,0.6459,5617.333333333333,0.032210772985918776,0,0,0
20000.0,1,3,1,29,0,0,0,0,0,0,14576.0,16318.0,17388.0,17850.0,17737.0,27240.0,2000.0,1354.0,2113.0,1000.0,1000.0,1000.0,18518.166666666668,0.9259083333333334,1411.1666666666667,0.07620444788450981,0,0,0
170000.0,2,1,1,45,0,0,0,0,0,0,73326.0,68712.0,60324.0,88057.0,89040.0,90716.0,3504.0,3500.0,30000.0,3300.0,3200.0,0.0,78362.5,0.46095588235294116,7250.666666666667,0.09252725049183814,0,0,0
